smiles,activity_score
CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,0.4982728946009255
CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2,0.21069543154995274
CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N.CS(=O)(=O)O.CS(=O)(=O)O,0.5339722610873198
C1=CC=C(C=C1)C(=O)O,0.3125632375530152
CC1=CC(=C(N(C1=O)C)NC2=C(C=C(C=C2)I)F)C(=O)NOCCO,0.5161507977511764
C1C(=O)C2=C(C1=O)C(=C(C(=C2Cl)Cl)Cl)Cl,0.8783430162435828
CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,0.7803963450698398
CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(CO4)CC(=O)O)C)OCCCS(=O)(=O)C,0.5804430672571789
CC(=NNC(=S)N1CCC1)C2=CC=CC=N2,0.8278023197852837
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,0.37115867962357585
CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,0.3695924750551496
C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,0.6760976444091741
CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.Cl,0.4776677334383932
C=C1C(CC(C1CO)O)N2C=NC3=C2N=C(NC3=O)N.O,0.2330133960021672
CC(C12CC3CC(C1)CC(C3)C2)N,0.7008833783320212
C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,0.23732393025697196
CN(C)CCC1=CC=C(C=C1)O,0.8170166168141669
COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,0.7721864098690975
CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC,0.9580504230267869
CCCCCCOC(=O)N=C(C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)N.CS(=O)(=O)O,0.5001578388712246
CC1=CC=C(C=C1)C2=C(C=NN2C)C3=NN(C4=C3C(=NC=N4)N5CCC(C5)N6CCCCC6)C,0.17929140871613092
C1=CC=C(C=C1)C(=O)NCCC(=O)O,0.9210791654473529
C1=CC(=CC(=C1)C(F)(F)F)C=C2C(=O)NC(=O)S2,0.4906319431104186
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl,0.5200087335595833
CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl,0.6060199222889864
C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O.Cl,0.5794719781199683
CC(C)C1=NC(=NC(=C1)C2=CC=C(C3=CC=CC=C32)F)N,0.22265969347131376
CCC1=CC=C(C=C1)OCC2=CC=CC=C2C(=O)NC3=CC4=C(C=C(N=C4C=C3)C)N.Cl,0.030201809237453192
C1=CC=C(C=C1)C2(C(=O)[N-]C(=O)N2)C3=CC=CC=C3.[Na+],0.9124750875420189
CCC(CO)NCCNC(CC)CO.Cl.Cl,0.8518291840064189
CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3,0.9087739985941339
CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,0.7668020388841661
CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,0.4884421353902013
CN1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5=CC=CC=C5)OC)OC.Cl.Cl.Cl,0.0072240246613255454
CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O,0.5901782175619369
CC(C)(C)C1=NN(C(=C1)C(=O)NC(CC2=CC(=CC=C2)Cl)C(=O)NCC#N)C,0.24393753863199108
CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,0.33075677810279935
C1CC(OC1)N2C=C(C(=O)NC2=O)F,0.37656054179895637
C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,0.569697259574018
C1CN(CCC1NC(=O)COC2=CC=C(C=C2)C(=O)C3=CC=CC=C3)CC4=CC=CC=C4,0.24534419054040424
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,0.27270884244828963
CN1C=C(C2=CC=CC=C21)C=C3C4=C(C=CC=N4)NC3=O,0.834005574799005
CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],0.9502664201678523
CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)C=CC(=O)NO,0.7911205036456769
CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,0.5656226325546572
C1C(SC(=C(C#N)N2C=CN=C2)S1)C3=C(C=C(C=C3)Cl)Cl,0.7818818766019493
CC12C3=CC=CC=C3CC(N1)C4=CC=CC=C24,0.02428203475458779
CC12C3=CC=CC=C3CC(N1)C4=CC=CC=C24,0.43419500684075973
CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4.Cl,0.7272693671094909
CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4.Br,0.224365486341917
CC(=O)OC1CN2CCC1CC2.Cl,0.23593368613569843
CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,0.19811574457876402
CCC(CC)CC1(CCCCC1)C(=O)NC2=CC=CC=C2SC(=O)C(C)C,0.2509814243164632
C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,0.11461828954661468
C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,0.6194028378410541
C1CCN(C1)C2CCC3=C(CC2)C=C(C=C3)NC4=NN(C(=N4)N)C5=NN=C6C(=C5)CCCC7=CC=CC=C76,0.8453493661640539
CCC1(CC(=O)NC(=O)C1)C,0.40911040790222675
C1=CC=C(C=C1)CCN=C(N)N=C(N)N.Cl,0.9781043556813618
CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl,0.9598683826074961
CN1CCC2=CC3=C(C=C2C1C4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3,0.6586388041283877
C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl,0.9690757407493592
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,0.6837400143314255
COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,0.5837570188036136
CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,0.7443848108957594
CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,0.6545907278828033
CCOC(=O)C1=CC=C(C=C1)N,0.1867972807395517
C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,0.564392805857733
CC(C(=O)NC(CC1=CC=C(C=C1)OC)C(=O)NC(CC2=CC=CC=C2)C(=O)C3(CO3)C)NC(=O)CN4CCOCC4,0.6981724266041088
C1=NNC2=C1C(=O)NC=N2,0.3143919120406724
C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,0.3136392767096725
C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N.Cl,0.4537632911052982
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,0.5838731360688866
CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOCC5C,0.5703824942704502
CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,0.5340300433372
CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0.07836622525643189
CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)O)C(=O)C(=O)N,0.49685186339201104
CCOC(=O)C1=C(OC2=C(C1C(C#N)C(=O)OCC)C=C(C=C2)Br)N,0.5397405533754186
CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],0.3654644598955684
C1=CC(=CC(=C1)Cl)NC2=NC3=C(C=CC(=C3)C(=O)O)C4=C2C=CN=C4,0.11711865529268783
CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C,0.4723179039476314
CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,0.25296538833157556
CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,0.8863413555034926
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3,0.3048844044426722
COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCO.Cl,0.3660772662661059
CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,0.8113091758639133
CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(C(C(=O)O)O)(C(=O)O)O,0.4330951667431989
CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=NC=CN=C4C=C3,0.15463905031728198
CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O.Cl.Cl,0.31704623157638845
CNC(=O)C1=CC2=C(C=C1)C=C(C=C2)C3(CCN4C3=CN=C4)O,0.2043282937434725
CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O,0.9390149200887543
C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.5356496693200772
CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,0.35550271515406107
CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,0.1829852315880297
CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O,0.9457468161413969
COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,0.985321321347077
C1CCN(CC1)CC2CONC(=N2)C3=CN=CC=C3,0.8809084464864108
CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl,0.3940697600718127
CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2.Cl,0.9020690776062962
C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=CC(=O)O)C(=O)O,0.9785975266483856
C1=CC2=C(C=C1O)OC(=O)S2,0.4621511067654487
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC=C(C=C4)O)O)CO)O)O)O)O)O,0.011653701358638635
CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,0.9362278352569174
C1CC(=O)N(C1)CC(=O)N,0.2950900037856463
CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C,0.9156430947501746
CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,0.01096791055906754
COC1CCN(CC1)C(=O)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F,0.20213432750391835
CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4.O.Cl,0.25256038806962455
C[N+](C)(C)CC(CC(=O)[O-])O,0.3240647674476884
CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,0.9986297281522337
COC1=C(C=C(C=C1)CC2C3=CC(=C(C=C3CCN2)OC)OC)OC.Cl,0.8094628516054297
CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C.C(C(C(=O)O)O)(C(=O)O)O,0.10322462518022746
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,0.7098315292686133
C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl,0.9961772121541893
COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,0.4428306184868128
COC1=CC=C(C=C1)CNC(=O)NC2=NC=C(S2)[N+](=O)[O-],0.21037257383715302
CC(=O)C1=C(C=C(C=C1)OC)O,0.030974078890895873
CC1=CC(=C(C=C1O)NC2=NC=NC3=C2C=CC(=C3)OCC4=CC=CC=C4)F.Cl,0.9053507797250796
CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2.Cl,0.8287653133511478
C1CN(CCC1N2C3=C(C=N2)C(=NC(=N3)C4=CC5=C(C=C4)NC=C5)N6CCOCC6)CC7=CN=CC=C7,0.8057482931728206
C1CN(CCC1CC(=O)N2CCC(CC2)C3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N,0.7706940219080965
CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O.CC(=O)O,0.22117641039792313
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,0.8218669880266296
CC=CCC=CCCC(=O)C1C(O1)C(=O)N,0.1891235783875349
C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,0.7951996325607803
C1=CC(=C(C=C1F)O)C2=CC=C(O2)C=C3C(=O)NC(=O)S3,0.5750377770301935
CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)C)OC)OC(=O)N)C)C)O)OC,0.12070712402887063
CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,0.3794155978323883
C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br.Cl.Cl,0.11153281026132489
CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,0.8382858948934235
CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.C(=CC(=O)O)C(=O)O,0.6340353486797663
CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,0.4264620103341602
CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,0.09964443926123423
C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,0.2707664112860225
CC1=CC(=O)N(C(=C1)C2CCCCC2)O.C(CO)N,0.7456657828358773
C1CC2=C(C(=NN2C1)C3=CC=CC=N3)C4=C5C=CC(=CC5=NC=C4)OCCN6CCOCC6,0.8851714924465677
CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N,0.5038170483601637
CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NCCCCCCN.Cl,0.96942123111897
C1COC2=C(O1)C=CC(=C2)N3C(=O)NN=C3SC4=NC=C(S4)[N+](=O)[O-],0.44642928733290854
CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,0.6158162912478194
CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C,0.09752210713655385
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,0.1838311618153169
C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,0.4495059895571091
C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,0.6897989225680909
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,0.696300925267942
CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,0.6664484326358261
CC1=CC(=NC(=N1)N)NC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)NC4=CC=NC5=CC=CC=C54,0.30202271966760463
CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl,0.3257448047920597
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O,0.8260233292315331
CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(CC#N)O,0.06056489200760473
C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCC4=CN=CN4)Br,0.7769961322955491
COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC,0.474572564031721
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,0.29109014243242715
C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,0.48601234301801377
CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,0.30806448838799205
CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,0.14291261556137524
COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,0.98107967939876
CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4COC4)C(=N2)N5CCOCC5C,0.9472168632394558
C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O.Cl,0.2540680587525732
CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)SC4=CC=CC(=C4)NC(=O)C=C)Cl,0.3014498562992012
C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],0.2703696192261996
CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,0.4331892334130838
CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)C6(CC7CC(CN(C7)CC8=C6NC9=CC=CC=C89)C(C)(F)F)C(=O)OC)OC)C.C(C(C(=O)O)O)(C(=O)O)O,0.4559048255064194
COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)O)N,0.3257460600894373
CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O,0.6277851772374488
C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)[O-])N)I)I)O.[Na+],0.2761170727333385
CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,0.8660827365173612
CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,0.3894953416101218
COC1=C(C=CC(=C1)NC(=O)C2=CC=CC=N2)Cl,0.6761122553520027
CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,0.4909330664524725
COC(=O)C=CC(=O)OC,0.05082454012455484
CCCC1=CC(=O)NC(=S)N1,0.25180981247213763
CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)CC(CO)O,0.27113285170623236
CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,0.56852695563289
CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,0.3915650449271031
CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,0.27852273275161166
C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,0.7907430598261131
CC1=CC(=NN1)NC2=CC(=NC(=N2)C=CC3=CC=CC=C3)N4CCN(CC4)C,0.14722408815594545
C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O.Cl,0.3795454210083108
C1C(C(C(C=C1C(=O)O)O)O)O,0.5781166491223523
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O,0.42884765780795997
CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,0.18159052074537052
CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,0.2727158352721166
CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)[N-]C4=C(C(=NO4)C)Cl)OCO2.[Na+],0.4344163603324608
CN(C1=CC=CC=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C,0.9980617469164383
C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O,0.6013234031878525
CC(C)C1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)COC3=CC(=C(C=C3)C=CC4=CC(=CC=C4)C(=O)O)Cl,0.4355168833802082
CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,0.31838835311557223
CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C,0.04461256712773054
C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,0.7380965188494673
CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,0.5056752757943678
C1=CC2=C(C=C1Cl)NC(=O)O2,0.9511174665812553
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,0.6256080455284975
CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,0.8757691969694578
C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,0.8259288674099033
CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2N4CCC(CC4)O)F)C(=O)O,0.7910811287006702
CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,0.36366360171920775
C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N,0.5528743643862029
CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3.C(C(C(=O)O)O)C(=O)O,0.9434761613900023
CC1=CC(=O)OC2=C1C=CC(=C2)O,0.16696519324889203
C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl,0.6134364695037918
C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,0.25644426866187364
C1C2CSC(=NC2(CO1)C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)F)F)N,0.607770592437294
CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3C=NC=N3)CC4=CC=CC=C4.[Zn],0.015104228323599034
